ph,Temp,TDS,Turbidity,Conductivity,Potability
8.721726711,29.20,374.3229442,2.555026904,506.9383527,0
,26.60,627.1428105,4.383921814,575.1146944,0
,30.40,1565.504578,3.355164642,420.7095912,0
6.099646705,25.50,1802.616292,3.172789769,291.1048366,0
9.02678772,25.10,430.4137105,2.019042018,588.3196505,0
6.953371603,28.90,1115.067706,3.651865808,551.1433372,0
6.140877557,28.80,826.4585493,5.359460295,548.0727613,0
7.077874007,29.30,896.962254,4.764508265,333.0507859,0
5.488314309,29.50,146.1986171,5.066786272,441.3311375,0
7.205559175,28.40,1362.867443,3.710053126,418.4332899,0
9.177869866,26.90,1567.012068,3.108769988,426.9943932,0
4.270716195,25.80,1366.427814,3.763905903,349.5189104,0
7.348844512,26.60,430.416896,4.880875156,494.1584341,0
8.52616987,25.30,1596.11525,5.083014142,474.2404823,0
,28.20,677.5073511,3.995973787,590.7487872,0
2.612035915,28.50,65.91918231,4.76520537,468.0802666,0
8.490571562,27.60,336.2597824,3.875556805,435.0008983,0
,29.00,397.0551992,3.398592587,463.3988471,0
8.858401531,27.50,928.3608359,5.525726338,344.3033625,0
6.098156521,30.00,1951.828123,3.977362364,245.859632,0
8.419970682,27.80,463.5248073,3.962478314,463.6472774,0
9.286155021,30.20,1749.890391,5.23998187,353.7401,0
7.875895135,30.80,1257.71564,4.238589203,445.3741474,0
7.725332908,25.30,382.9194211,3.724836704,339.4113267,0
3.388090611,25.30,1461.675573,2.798600948,353.9129274,0
6.745306715,25.80,1896.079545,3.90235259,373.0501016,0
,27.20,1581.907343,5.629015636,263.7719135,0
7.183825723,28.10,244.6250388,4.597165512,290.4238384,0
10.1119767,28.30,329.8013113,3.425763242,403.0418101,0
7.397413299,28.10,1323.103603,3.14915751,489.8516004,0
7.812804388,27.70,1480.856171,6.204846359,442.5457745,0
6.877456933,28.00,975.4126033,3.827650072,342.1963466,0
,28.20,919.9967363,4.664350321,468.9450148,0
,28.00,1313.5964,4.197595209,274.6605966,0
7.521051679,28.10,238.1797365,2.880785347,505.7093717,0
8.550875469,28.10,1794.297087,3.772886607,432.28527,0
10.30847766,28.10,1835.342368,3.285077052,382.9515048,0
,27.30,664.4253763,5.052736766,465.2166206,0
7.371085073,28.30,649.9457981,4.412589537,363.1685384,0
11.18069466,29.10,866.0247195,3.809841654,504.0505391,0
6.506487767,28.70,1338.889345,3.548775589,481.7719343,0
6.643935775,28.50,1628.320271,3.812952926,437.9090052,0
5.03377399,26.60,957.5425363,3.244948477,500.6373262,0
6.912607562,31.00,957.7054688,2.612248953,439.6480512,0
7.977635991,30.50,1440.141557,3.5521295,473.6624528,0
6.078335837,28.80,1658.168358,4.201580906,360.0604774,0
6.242414484,25.30,793.3865592,4.508705098,448.2425267,0
6.06335479,25.90,1928.993512,3.467336915,327.2702387,0
8.129585514,26.50,1044.892398,3.362537135,397.0214276,0
9.562405944,18.90,540.2959289,3.762719837,433.3816667,0
8.167792632,20.50,243.7561623,4.289395484,525.5987875,0
8.594416135,27.10,113.7137544,3.568991708,672.5569992,0
,26.30,1619.130249,3.679795035,566.339294,0
6.825467901,29.10,1597.155251,3.027449578,373.4272355,0
7.861177701,28.40,307.4848882,4.157656628,469.4869612,0
4.96577356,24.70,534.3934147,3.421766849,386.4133315,0
6.207432968,24.40,1030.254271,3.549298841,533.7958508,0
,22.70,1667.712292,4.417559791,490.9097122,0
9.769251006,24.80,313.1137868,4.636556195,353.1964755,0
9.63066548,24.00,470.7088342,4.920091158,417.1670729,0
5.187471605,22.80,519.4436428,3.203257896,368.8154286,0
7.633570088,26.80,38.1889417,2.927066767,420.5341718,0
5.77119905,27.40,409.2126941,4.688959065,313.7019343,0
6.579969329,25.30,1434.155931,4.575931872,254.3932756,0
4.801154368,27.10,1874.453334,4.418638132,587.3950117,0
7.948815718,29.00,170.7227433,3.692250861,434.6554586,0
6.906992172,25.00,76.65997956,2.124759352,356.4591369,0
,25.00,1283.214674,4.444350199,395.3417753,0
,25.00,1581.424259,3.463172548,399.2713589,0
8.461330874,32.00,1652.025497,3.771944146,477.3433686,0
7.726134808,29.30,1597.747441,3.720636904,472.2589937,0
,22.80,1869.268989,3.777737414,438.8657751,0
8.927078148,24.50,272.1491229,4.601860959,380.1972,0
6.20801554,25.50,1442.953647,4.334615732,481.1956735,0
6.128425635,29.00,978.5050656,4.633823862,415.0087369,0
,23.80,35.82648442,2.678910713,416.5889058,0
7.308048848,22.80,1846.869476,3.696119712,415.6072778,0
,29.00,225.0894963,4.353238589,515.386742,0
8.640886409,29.00,1042.21809,5.263101572,309.9832868,0
,23.00,1702.515059,4.102529482,482.3300548,0
8.153210075,29.00,115.5856969,2.905788134,487.9083272,0
8.29372011,25.70,501.6629689,3.954715283,399.4836212,0
,25.70,303.9685509,3.310858508,332.7375865,0
,24.30,1325.736531,3.706601792,344.7679244,0
9.489972878,NAN,1466.973891,4.219967522,277.9700697,0
7.830976343,22.70,108.1983525,4.588784657,507.4454883,0
4.430281212,19.00,1030.385458,4.384565156,434.7812671,0
7.240739639,23.00,1726.828072,3.556297467,579.2203941,0
,24.00,1402.433646,3.665521764,251.0208987,0
6.867301322,24.70,501.5002095,3.82359504,484.1229389,0
6.129637015,25.00,1812.949101,4.615886181,341.3885767,0
7.917049443,22.00,1529.763293,3.659484625,358.7817362,0
6.511618075,24.30,1747.824906,4.850433708,475.3413507,0
5.323815584,23.30,85.52848222,2.880721846,580.8977004,0
6.769572869,19.50,1574.271416,5.22054027,289.5424601,0
5.87797404,21.50,1772.712368,4.032259504,538.4954044,0
9.534021716,20.00,1574.35962,2.768238928,259.6368031,0
6.340027628,NAN,1779.8665,3.686001324,435.5004571,0
8.66159243,NAN,1631.282953,3.67043101,512.2773101,0
5.653506135,32.60,1864.387217,5.198985504,272.4405583,0
6.626012184,23.60,1784.933378,4.194313129,327.2480786,0
7.793833573,23.90,1394.607468,4.172935335,371.216973,0
7.59312765,24.50,355.4388665,3.377337638,387.6295723,0
7.362736502,NAN,1282.905561,4.408513182,419.2584481,0
9.320305445,18.10,1850.36664,4.205809732,499.8441671,0
3.719791644,25.10,1770.261722,2.718397734,427.4959312,0
6.655605026,22.30,221.0534032,2.951644715,336.8314548,0
9.868877881,23.70,1165.463482,3.355489791,424.2928308,0
5.590614436,23.90,374.2862862,4.726845017,469.4130904,0
5.554436511,25.50,890.5065651,2.095914087,306.872526,0
4.126528715,25.10,865.0615341,4.460200984,445.2414569,0
5.970035657,25.20,1668.425125,5.428674072,327.786642,0
,23.20,787.2587285,4.600927569,448.8460364,0
8.369154354,20.10,61.92874177,3.629749331,493.4654399,0
6.284248242,18.30,1859.876681,3.377132289,395.2610634,0
11.26782838,19.30,1584.89245,4.153347001,316.5358711,0
9.298018008,24.00,998.1464211,3.681324244,399.4773578,0
7.895469246,20.50,866.4699821,4.2369473,407.7322172,0
7.947485786,21.20,1328.651631,3.70085384,425.627814,0
10.02615916,26.30,755.3982358,4.182277582,517.5128415,0
6.48819324,25.50,1916.647668,4.592073571,324.5098409,0
5.869736755,20.00,712.7975907,4.689315048,465.6164808,0
,20.30,861.5603073,3.659974812,382.197839,0
5.30414266,19.40,1534.661533,4.165723664,497.7903905,0
7.533614823,21.00,454.180519,3.462763987,363.5063443,0
4.077607725,19.20,132.4246261,2.758658531,288.3651931,0
,18.30,294.2700007,3.87385335,358.8887676,0
7.086168401,19.60,655.7613401,3.416539753,400.9043497,0
6.271012171,23.70,309.7135583,5.303581361,543.3917436,0
7.957768344,18.20,709.8099557,3.450745892,514.421722,0
8.875642278,18.80,584.7628096,4.006991559,474.772519,0
,18.90,371.9240888,4.358298341,462.4024491,0
6.613709118,25.10,896.3466232,3.539771111,374.7703158,0
7.735705022,18.80,273.6442264,2.148611536,595.3292635,0
9.925041328,20.20,230.0292752,4.703803489,405.9001841,0
9.00258311,20.00,1985.572045,4.904837415,366.4917287,0
5.095766465,18.50,481.6326708,4.35219347,513.8775793,0
8.594677108,18.80,872.8098051,4.754072499,588.8527329,0
7.083779061,18.30,431.8903134,3.887680685,434.7477154,0
7.682872498,18.50,1447.021875,3.778606788,469.8356255,0
,18.20,997.0704888,3.313199022,415.2117346,0
6.419772474,22.10,1369.762473,3.095233157,523.6001756,0
4.443238899,17.60,277.388681,3.268324836,429.544773,0
6.978664262,18.70,174.7728307,4.766943236,470.0787053,0
6.623613566,18.70,1110.456494,2.915165951,410.2432475,0
3.664710562,23.10,10.18587366,3.316157657,291.1484489,0
4.814135621,22.60,777.8798984,5.190851805,414.030709,0
5.779673705,20.00,1755.074501,4.656377233,428.5532485,0
6.937818783,19.90,120.0637927,3.724089564,439.624998,0
7.436782609,24.50,800.559491,3.727663719,522.79373,0
4.723312573,24.40,1327.203819,3.917586695,411.2950246,0
9.380658051,23.60,1696.8267,4.034349047,503.1706154,0
7.810144933,23.50,1130.374953,4.033773709,351.1860809,0
9.436637164,27.30,158.7495527,4.41111744,469.7613277,0
9.406325753,29.10,1730.892046,3.097277957,347.9830783,0
6.321259315,26.60,1967.321899,4.501457204,491.7653132,0
,NAN,619.3763403,3.605154199,409.2207765,0
4.705356496,27.10,1575.528104,3.437450134,370.1781664,0
8.896418988,27.30,1705.546243,3.700945733,425.2268617,0
6.581878202,NAN,349.6506638,4.201662864,351.4768394,0
6.755145902,24.50,75.63530472,5.162729749,385.1146477,0
9.445129838,NAN,873.3457595,3.875165247,592.659021,1
9.024845037,27.50,14.2676488,3.985250506,451.143481,1
,28.30,43.13867568,2.747312999,475.5735624,1
6.80011909,28.40,592.3982656,3.8549399,376.4565931,1
7.174135163,NAN,439.5460491,3.939895657,315.5499,1
7.657991237,27.60,1835.417055,2.437296288,416.6241889,1
8.322986672,NAN,565.5359123,4.052135728,358.7258688,1
5.934279093,NAN,946.4471341,5.217895024,277.3845373,1
9.802720782,27.00,903.3478497,2.764633881,512.4287308,1
6.101955231,29.00,829.1316909,3.53559633,417.8435527,1
4.997770601,NAN,1000.218566,3.404632906,297.61154,1
4.815766791,30.00,795.8202224,4.375223811,481.4808283,1
6.548020558,30.40,1666.952782,3.611860372,497.3217528,1
13.17540172,30.80,1970.930577,4.10692449,500.2459518,1
6.618010906,30.30,1242.967647,4.437695749,401.6697906,1
7.788054733,30.10,40.75147978,3.368757217,359.5690815,1
5.191834327,29.90,1962.673211,3.859800939,388.7165795,1
5.626339528,29.10,105.529809,1.943318777,346.5532064,1
6.869638941,29.90,258.7611374,4.726702454,539.4668769,1
9.058628424,29.80,717.7303072,3.65213447,463.389256,1
7.291888325,27.90,793.1264635,5.328712788,439.6493286,1
7.275908774,28.20,744.4274795,5.062297798,373.3456926,1
6.512737124,29.60,640.3094333,4.612963629,479.5012786,1
7.207886781,28.80,1129.518487,3.762741072,468.5628288,1
,29.50,441.1263368,3.772919265,629.2812475,1
5.324941856,29.80,1116.424065,4.427137926,392.4214958,1
7.082300649,29.70,597.0419174,3.485577388,353.0303803,1
5.33418358,28.70,1491.178611,5.091357101,360.1791773,1
10.7618978,27.90,1570.064447,4.661798516,392.7040818,1
6.286806948,29.30,554.2415286,4.104863275,563.4347751,1
9.794558699,28.60,521.326085,2.945418738,427.1239484,1
8.210443565,29.80,190.9311737,4.97605516,391.0688736,1
6.941719438,28.60,811.4466109,4.563183171,374.4853324,1
10.35611883,30.60,1133.002123,4.201849441,365.7202915,1
7.958984292,30.30,36.30532142,4.698007916,327.623881,1
3.882631081,30.40,1011.275445,3.734001387,341.2911163,1
5.671773833,29.60,779.6519391,3.833159746,372.5352428,1
10.00330054,29.60,651.0857577,4.746381859,574.5550413,1
6.552847474,29.50,999.3583618,4.687986155,477.1639068,1
7.628552723,26.70,1917.511323,4.182057148,495.9669861,1
4.79084054,29.30,1207.817208,3.258858945,608.8468563,1
7.710959939,28.00,1005.165872,4.28894682,516.2840829,1
8.291299006,28.20,1069.485584,3.424701921,475.9091299,1
6.193170101,26.50,1625.162435,3.466645288,389.4059776,1
9.032660579,20.70,1824.303194,4.927218272,390.6572261,1
6.139493741,27.20,1621.045566,3.260906853,416.2388206,1
7.12942473,27.50,1992.600438,3.418610803,323.2989152,1
,26.00,1353.863271,4.109590274,509.4068215,1
5.418503763,26.50,1491.80462,4.506539591,454.5202956,1
8.075494508,27.00,1433.843334,3.682919645,321.7483389,1
,27.30,1582.240887,4.081701398,291.3537014,1
10.04967372,28.70,1999.017812,5.133477823,442.7680497,1
5.667650647,28.40,1685.884609,3.633213756,554.1205362,1
,28.70,1260.146724,3.807920062,417.6312019,1
8.923980608,28.70,692.2086242,4.15558319,415.6294838,1
6.428866313,28.70,949.3537434,4.184783372,466.0443992,1
6.960603502,28.70,1043.48363,4.978820188,468.5913885,1
5.873675846,28.70,1638.522552,5.412090885,420.2912301,1
6.79546901,29.30,202.7914666,5.163088154,498.665928,1
10.04102797,28.30,315.7911847,3.807562606,557.4860613,1
,28.70,1348.160357,4.124780678,485.6472319,1
7.296037734,29.20,539.0331233,4.168526118,385.6143207,1
,28.70,1501.365366,3.497577391,375.7807164,1
5.862641233,27.20,51.45280024,5.50742094,331.5701387,1
7.292141805,27.20,1242.619504,4.466912564,435.1080173,1
8.062805643,27.20,1675.241732,4.471842,510.4144025,1
7.82197094,28.00,1665.765873,3.532958335,294.6365314,1
11.301794,26.20,254.6805043,3.309580397,410.8561139,1
6.593764313,26.20,335.418275,2.346578095,489.7034439,1
9.161088613,28.20,128.3632389,4.888061137,379.7251816,1
,24.50,1307.216052,5.922581692,290.8894718,1
4.642953052,24.50,788.6552971,3.982867293,439.9444081,1
7.798453676,24.50,702.7963975,4.107267203,507.1786883,1
5.564342491,24.00,1951.462692,2.285987849,369.5555133,1
7.886591227,24.90,713.9909615,4.589983508,326.1153502,1
7.443189014,24.30,1232.52057,2.664832796,430.4872957,1
3.657123133,24.80,282.2384105,3.31462973,426.2311291,1
9.597191857,26.40,1947.413603,5.145152871,335.1976082,1
6.964225943,27.00,578.1982166,3.990437572,378.0855456,1
7.672909523,26.60,1895.286433,4.268227482,401.1408786,1
6.737004072,28.60,1785.232974,4.063170289,384.308673,1
,28.80,177.4592548,4.135745329,463.7417162,1
5.382489039,28.00,312.6359551,4.173330283,551.4762022,1
7.022952113,27.40,895.6741941,4.971907099,412.7094234,1
,27.50,934.9709818,2.969136099,559.8178471,1
10.02622381,26.80,956.6864419,3.736228471,388.467266,1
5.583832998,30.00,1418.475528,3.870156921,278.6390387,1
7.952929116,28.80,1801.63334,5.260014766,309.2546197,1
5.500186641,27.40,1372.655746,4.178478951,469.795375,1
7.543700466,24.80,138.4315825,3.630536578,440.2834456,1
6.848331559,23.60,597.1337554,4.396604556,558.8155667,1
,29.80,186.1885459,3.779554492,487.9972616,1
5.910251729,30.20,1130.810913,3.660922908,695.369528,1
8.716820334,28.20,1575.645573,3.205128767,447.0280768,1
6.016889136,27.70,655.6353429,4.422269233,383.2077748,1
9.567822726,23.90,47.51768286,4.197919055,492.4115244,1
4.296247024,27.40,1720.575738,4.163328982,330.067379,1
3.551579177,27.80,88.79262105,3.96599397,514.7629185,1
8.529669348,26.40,1741.41181,3.776040837,498.6508327,1
8.065339036,29.60,1825.845834,3.756391707,497.0192345,1
9.158445163,27.00,451.4613881,4.525236731,425.7520176,1
8.848586283,26.30,431.6897149,4.014681858,479.7919747,1
9.495456382,30.00,56.97905887,4.168541279,409.4509977,1
8.052893916,28.00,660.8065914,3.634844542,328.4331103,1
2.798549099,30.10,848.6208389,3.663252222,521.1405236,1
6.425873866,27.90,1041.881412,3.731936503,502.9910878,1
7.757269666,27.00,974.9141172,4.165432286,543.5287986,1
7.748654706,26.00,665.6517896,2.511810493,441.5295473,1
5.117390303,27.70,24.32012811,3.937188442,356.8622871,1
7.481535362,27.10,711.1250876,4.262065437,518.3755726,1
5.374222585,26.50,932.3392336,3.642778438,350.1780398,1
7.063646976,28.50,353.58412,3.39586624,402.593602,1
6.876451043,28.70,1386.093589,4.545340927,349.1860855,1
4.812433652,25.70,1014.706912,3.0209959,607.0265423,1
4.993530734,29.30,601.2531652,3.153809337,429.8278189,1
4.788861062,27.00,1373.324717,2.896852186,444.8543208,1
4.037287739,30.90,1984.644006,3.04504857,401.204271,1
6.505872509,27.10,1582.397848,4.497528597,265.2511986,1
6.779773967,30.30,654.8171023,2.729104523,459.8765496,1
6.952511674,30.40,311.4544375,4.105495485,395.4070038,1
5.628406919,26.20,1512.763524,5.050683115,351.1612132,1
5.966000489,26.20,654.6206739,4.177139266,406.8063023,1
6.319431545,25.10,933.4130194,2.653126688,307.6913606,1
8.02724787,27.40,915.4831948,3.480640837,440.938978,1
8.882684452,28.10,1904.184263,3.827920867,532.3366593,1
5.991283475,28.30,707.5663124,4.840562301,604.6312629,1
10.27244427,28.20,1334.58587,3.179884727,446.4507253,1
,27.20,1515.330552,4.728123985,390.955033,1
6.105140135,27.40,492.6000614,3.103089844,314.9650897,1
9.443358884,28.20,301.5297526,3.486646409,458.6772315,1
6.887414371,27.90,1503.336502,4.564188355,386.6228625,1
6.512900833,27.30,591.5065543,4.404040365,296.074382,1
5.772718095,28.20,117.9964343,6.494249467,465.5592858,1
4.912557262,28.20,1559.062997,4.897372508,327.4756504,1
9.739561949,26.70,140.1451253,2.568079877,369.5912891,1
5.541979019,28.00,1036.888994,3.672975983,517.9357855,1
,29.70,556.1101075,3.601735481,384.6848754,1
,28.20,1908.546104,3.451740047,503.6640851,1
6.448931033,28.90,1112.800408,3.622195522,473.7513016,1
5.477912295,26.40,1207.85041,3.774256121,358.04413,1
8.544708662,30.00,1933.855737,2.31815248,393.8896156,1
7.378597016,30.80,912.4385911,3.215219463,402.0199449,1
6.66400305,27.80,1458.075834,2.227727884,347.353336,1
6.775582812,26.70,514.0193605,4.333636278,358.7176769,1
8.736371211,27.00,852.2589062,3.802116117,333.6237939,1
7.146976296,26.80,1108.808416,4.025762216,520.1113582,1
,19.00,1755.365312,5.652222113,588.5667127,1
5.040331692,21.40,513.5867057,3.603325615,529.0525353,1
,27.10,1212.01353,4.003819012,347.9574985,1
7.745499128,26.30,275.4638333,4.043334781,421.4853341,1
6.259651603,28.30,373.8562709,4.213405262,380.2401927,1
8.59639118,27.90,1407.24082,3.519884366,348.0414889,1
5.767349597,23.40,45.84803134,3.896090487,424.461152,1
7.088940642,23.50,35.0537599,5.661104287,369.9693333,1
8.029181613,22.40,1349.85656,4.388551012,431.3047161,1
,26.80,1532.145024,4.120931424,557.4218785,1
4.725785565,26.50,668.7627232,3.15633142,411.1144853,1
8.19576536,22.00,1989.685288,3.218709224,403.189913,1
6.443753668,27.60,1824.374946,4.498684931,352.3536228,1
7.039094321,26.80,41.2885474,4.366031351,593.3962245,1
,25.60,1072.32126,4.407566169,313.8787713,0
,26.50,670.6408858,5.110414149,418.4535907,0
6.945224092,24.00,88.43793243,4.823082014,367.9979774,0
5.742110407,28.00,1220.910528,3.323069564,498.1423861,0
5.59662785,28.00,903.5454123,5.235111121,552.3087055,0
7.350378987,28.00,1190.509309,3.663922184,557.4956847,0
6.262798867,27.00,1614.369973,4.012517558,567.0272739,0
9.927023723,27.80,477.9396684,4.051733473,482.8424352,0
5.381407519,23.40,27.7042875,4.364066935,308.7297975,0
4.961352728,25.40,466.3352606,3.902837834,449.1471915,0
6.457097525,26.30,787.0761285,2.637364885,517.4321968,0
6.53936951,29.00,1562.173159,4.527364378,532.5727848,0
6.252410005,24.60,1012.562857,2.722908161,484.5857912,0
7.967344823,23.50,374.0998093,4.069358772,386.0553312,0
,29.00,1952.420818,4.825792283,535.3023515,0
7.60952119,27.00,1986.422536,3.145842903,370.27088,0
6.887863944,24.00,676.2368281,5.454487652,441.0026117,0
9.879071258,28.70,455.0069792,4.218831154,442.3374864,0
7.63876177,26.30,272.2071566,4.496626599,394.1809845,0
6.961891686,25.70,970.0869495,3.44672846,530.2214099,0
8.060609624,26.80,737.3569415,3.60090567,423.4208384,0
7.240271791,NAN,1901.569282,3.832597167,325.3877076,0
7.486779709,23.30,1392.739524,5.048833995,444.6785788,0
8.410460643,22.80,361.3768178,2.977359946,519.0316251,0
6.143921454,23.30,1282.196886,3.476213304,469.983324,0
6.09617989,21.80,1328.226968,5.142471132,435.783775,0
6.384824009,24.30,996.8755054,4.144998518,437.7279153,0
9.462666017,23.50,1137.736086,2.850183766,485.6972741,0
7.868147086,24.00,88.27041923,4.315898406,549.4149828,0
5.873157137,23.50,321.2089816,5.120887965,352.456041,0
,23.30,774.7929514,5.14411422,534.1302716,0
6.529304448,22.50,33.7473239,3.361088407,422.8175562,0
5.152203722,26.00,983.9978832,4.689842818,350.0049779,0
7.858662779,25.80,1557.770838,3.422470521,374.0728447,0
7.704410252,NAN,1312.635112,3.031364369,397.3996598,0
6.728004386,NAN,20.07668913,4.410697353,325.5375394,0
10.46450248,NAN,360.9954418,4.956358408,498.9319114,0
9.11278625,NAN,1457.234889,4.567087634,422.039495,0
8.079808358,30.70,378.2134607,3.611057441,589.5522114,0
7.078659419,20.30,1460.496787,3.696640141,380.4599178,0
,20.70,95.51256295,4.093097749,532.8851961,0
8.043889299,20.80,584.2842835,3.15994937,430.8368251,0
7.040244978,20.60,308.5666407,3.993409764,381.3573499,0
5.483974109,28.00,1833.11767,4.063613621,306.3559039,0
8.53440688,23.40,928.9931801,2.544733701,341.7601979,0
7.266594535,25.30,1482.592689,3.357439471,445.037456,0
6.256651148,31.10,225.8201244,4.181050753,481.3070516,0
7.240351006,26.30,1668.786223,3.7829719,534.8009878,0
8.692115322,22.00,377.8578367,2.283475159,517.4274709,0
8.639540978,24.40,1412.113706,4.192932215,419.788898,0
7.179864149,23.70,63.63986323,3.878447314,358.0562635,0
7.163999223,24.60,300.9433072,3.354322267,415.5775127,0
8.926113143,23.10,1808.224682,2.752134121,361.9016284,0
6.353110302,21.70,389.0454638,2.856175487,389.6832344,0
6.681553568,18.20,252.6360136,2.956748075,326.0262267,0
5.445325981,18.80,1410.712747,3.946989523,365.0915872,0
7.539881893,23.80,1033.502727,4.53159367,444.1166326,0
,17.80,752.884526,4.482459764,399.6054465,0
4.37047658,18.70,115.855456,4.649382034,456.3084539,0
10.31640038,18.80,1609.73584,3.407349428,492.2064736,0
6.599593819,21.30,1366.982448,4.702310753,447.9877914,0
4.197583589,22.60,324.279367,5.206480177,370.7714128,0
7.920794564,25.20,1886.753125,3.374326523,471.3686946,0
6.330732765,24.80,1922.581112,3.940000423,436.9917521,0
,19.90,1718.564845,5.128346524,329.7408617,0
7.76414261,20.70,231.5206679,4.105178268,399.1317179,0
8.237142634,20.60,1407.341671,4.939109441,377.6820972,0
5.679234115,21.50,628.2712192,2.339572736,256.3025585,0
